2	8
10	12
0	2	0	0.056443	0.439155	0.003467	0.422915	0.414912
0	2	0.021277	0.051699	0.415055	0.003467	0.422915	0.414912
0	2	0.042553	0.051489	0.385004	0.003467	0.422915	0.414912
0	2	0.06383	0.045485	0.314639	0.003467	0.422915	0.414912
0	2	0.212766	0.044374	0.168997	0.003467	0.422915	0.414912
0	2	0.234043	0.049868	0.212437	0.003467	0.422915	0.414912
0	2	0.255319	0.051489	0.298721	0.003467	0.422915	0.414912
0	2	0.425532	0.044374	0.53496	0.003467	0.422915	0.414912
0	2	0.446809	0.044374	0.51681	0.003467	0.422915	0.414912
0	2	0.468085	0.044374	0.513984	0.003467	0.422915	0.414912
0	2	0.489362	0.045485	0.513835	0.003467	0.422915	0.414912
0	2	0.510638	0.044374	0.505356	0.003467	0.422915	0.414912
0	2	0.531915	0.044374	0.497917	0.003467	0.422915	0.414912
0	2	0.574468	0.044374	0.491669	0.003467	0.422915	0.414912
0	2	0.595745	0.044374	0.489735	0.003467	0.422915	0.414912
0	2	0.744681	0.044374	0.612318	0.003467	0.422915	0.414912
0	2	0.914894	0.051489	0.34573	0.003467	0.422915	0.414912
0	2	0.93617	0.056443	0.40479	0.003467	0.422915	0.414912
0	2	0.957447	0.054642	0.42889	0.003467	0.422915	0.414912
0	2	0.978723	0.059235	0.445254	0.003467	0.422915	0.414912
0	2	1	0.054642	0.44094	0.003467	0.422915	0.414912
0.000044	3	0	0.059235	0.442874	0.003467	0.422915	0.414912
